filename,expected_result,backward_exists,forward_exists,forward_unwd_exists,boundaries_exists,num_conditions,num_loops,boundaries_res,boundaries_time,cosyn_res,cosyn_time,cvc5_res,cvc5_time,cvc5old_res,cvc5old_time,sketch_res,sketch_time,sketch_error,expected_result,backward_exists,forward_exists,forward_unwd_exists,boundaries_exists,num_conditions,num_loops,boundaries-G1_res,boundaries-G1_time,cosyn-G1_res,cosyn-G1_time,cvc5-G1_res,cvc5-G1_time,cvc5old-G1_res,cvc5old-G1_time,sketch-G1_res,sketch-G1_time,sketch_error
/sv-comp/ntdrivers-simplified/kbfiltr_simpl2_synth_cil-1_unknown.c,unknown,yes,yes,yes,yes,1," 0",realizable,0.012,realizable,0.199,realizable,1.356,unknown,3600.008,unknown,0.373,program parse error: could not parse program[0m,unknown,yes,yes,yes,yes,1," 0",realizable,0.012,realizable,0.219,realizable,1.110,unknown,3600.012,unknown,0.367,program parse error: could not parse program[0m
/sv-comp/ntdrivers-simplified/kbfiltr_simpl2_synth_cil-2_unknown.c,unknown,yes,yes,yes,no,1," 0",error,error,unrealizable,0.157,unrealizable,1.665,unknown,3600.011,unknown,0.376,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 0",error,error,unrealizable,0.174,unrealizable,2.065,unknown,3600.010,unknown,0.351,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_1_cil-1.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,1.088,unknown,3600.003,unknown,3600.006,unknown,0.313,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,1.258,unknown,3600.006,unknown,3600.011,unknown,0.435,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_1_cil-2.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.786,unknown,3600.002,unknown,3600.010,unknown,0.359,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.814,unknown,3600.014,unknown,3600.009,unknown,0.376,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_2_cil-1.c,unknown,yes,yes,yes,yes,1," 1",realizable,0.011,realizable,0.016,realizable,0.132,realizable,0.188,unknown,0.481,program parse error: could not parse program[0m,unknown,yes,yes,yes,yes,1," 1",realizable,0.014,realizable,0.019,realizable,0.089,realizable,0.119,unknown,0.422,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_2_cil-2.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,2.364,unknown,3600.003,unknown,3600.007,unknown,0.382,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,2.533,unknown,3600.008,unknown,3600.007,unknown,0.354,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_3_cil-1.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,13.254,unknown,3600.007,unknown,3600.010,unknown,0.299,program parse error: sketch failed to parse: null[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,13.771,unknown,3600.006,unknown,3600.006,unknown,0.352,program parse error: sketch failed to parse: null[0m
/sv-comp/ssh-simplified/s3_clnt_3_cil-2.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.568,unknown,3600.003,unknown,3600.009,unknown,0.320,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.629,unknown,3600.005,unknown,3600.011,unknown,0.385,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_3_cil-3.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,1.123,unknown,3600.003,unknown,3600.004,unknown,0.380,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,1.184,unknown,3600.016,unknown,3600.007,unknown,0.441,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_4_cil-1.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.960,unknown,3600.003,unknown,3600.007,unknown,0.305,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,1.084,unknown,3600.005,unknown,3600.007,unknown,0.320,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_4_cil-2.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.843,unknown,3600.003,unknown,3600.005,unknown,0.295,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.809,unknown,3600.015,unknown,3600.006,unknown,0.415,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_10_cil.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.062,unknown,3600.003,unknown,3600.006,unknown,0.333,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.059,unknown,3600.005,unknown,3600.009,unknown,0.372,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_11_cil.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,1.382,unknown,3600.003,unknown,3600.021,unknown,0.378,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,1.400,unknown,3600.012,unknown,3600.010,unknown,0.441,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_12_cil.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,13.799,realizable,22.091,unknown,3600.013,unknown,0.385,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,12.379,realizable,64.525,unknown,3600.019,unknown,0.393,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_13_cil.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,1.772,unknown,3600.003,unknown,3600.023,unknown,0.352,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,1.893,unknown,3600.006,unknown,3600.017,unknown,0.368,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_14_cil.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.158,unknown,3600.007,unknown,3600.010,unknown,0.317,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.150,unknown,3600.007,unknown,3600.008,unknown,0.437,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_1a_cil.c,unknown,yes,yes,yes,yes,2," 1",realizable,0.012,realizable,1.219,unknown,3600.010,unknown,3600.016,unknown,0.326,program parse error: could not parse program[0m,unknown,yes,yes,yes,yes,2," 1",realizable,0.012,realizable,1.196,unknown,3600.008,unknown,3600.011,unknown,0.315,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_1b_cil.c,unknown,yes,yes,yes,yes,5," 1",realizable,0.024,realizable,0.011,realizable,0.052,realizable,0.127,unknown,0.424,program parse error: could not parse program[0m,unknown,yes,yes,yes,yes,5," 1",realizable,0.028,realizable,0.012,realizable,0.061,realizable,0.506,unknown,0.384,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_1_cil-1.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.578,unknown,3600.003,unknown,3600.010,unknown,0.357,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.622,unknown,3600.009,unknown,3600.007,unknown,0.361,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_1_cil-2.c,unknown,yes,yes,yes,yes,22," 1",realizable,0.027,realizable,0.023,realizable,0.918,realizable,1.231,unknown,0.490,program parse error: could not parse program[0m,unknown,yes,yes,yes,yes,22," 1",realizable,0.047,realizable,0.021,realizable,1.291,realizable,1.713,unknown,0.655,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_2_cil-1.c,unknown,yes,yes,yes,yes,3," 1",realizable,0.026,realizable,0.014,realizable,0.104,realizable,0.190,unknown,0.739,program parse error: could not parse program[0m,unknown,yes,yes,yes,yes,3," 1",realizable,0.024,realizable,0.016,realizable,0.153,realizable,0.500,unknown,0.421,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_2_cil-2.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.361,unknown,3600.003,unknown,3600.012,unknown,0.389,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.386,unknown,3600.005,unknown,3600.007,unknown,0.341,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_3_cil.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.278,unknown,3600.003,unknown,3600.015,unknown,0.291,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.325,unknown,3600.011,unknown,3600.007,unknown,0.400,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_4_cil.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.386,unknown,3600.003,unknown,3600.007,unknown,0.305,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.358,unknown,3600.005,unknown,3600.007,unknown,0.368,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_6_cil-1.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.038,unrealizable,0.134,unrealizable,0.150,unknown,0.468,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,0.030,unrealizable,0.118,unrealizable,0.142,unknown,0.440,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_6_cil-2.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,10.500,unknown,3600.007,unknown,3600.024,unknown,0.318,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,10.404,unknown,3600.006,unknown,3600.020,unknown,0.384,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_7_cil.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,2.097,realizable,8.485,unknown,3600.011,unknown,0.388,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,2.136,realizable,9.447,unknown,3600.015,unknown,0.406,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_8_cil.c,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,8.394,realizable,1822.450,unknown,3600.020,unknown,0.346,program parse error: could not parse program[0m,unknown,yes,yes,yes,no,1," 1",error,error,unrealizable,7.746,realizable,241.102,unknown,3600.011,unknown,0.399,program parse error: could not parse program[0m
/tcas/tcas_v10_realizable.c,realizable,yes,yes,yes,yes,8," 0",realizable,0.036,realizable,5.201,realizable,111.983,unknown,3600.010,realizable,0.715,,realizable,yes,yes,yes,yes,8," 0",realizable,0.043,realizable,5.390,unknown,3600.025,unknown,3600.011,realizable,0.659,
/tcas/tcas_v11_unknown.c,unknown,yes,yes,yes,yes,8," 0",realizable,0.035,realizable,5.356,realizable,103.110,unknown,3600.008,realizable,0.803,,unknown,yes,yes,yes,yes,8," 0",realizable,0.028,realizable,6.069,unknown,3600.018,unknown,3600.011,realizable,0.683,
/tcas/tcas_v12_unknown.c,unknown,yes,yes,yes,yes,1," 0",realizable,0.072,realizable,2.216,unknown,3600.018,unknown,3600.013,unknown,0.397,error at node: parameter sk_enabled to main_generator_for_bit_148 is used without first being initialized. (at tcas_v1..nknown.sk:268) (at tcas_v1..nknown.sk:90)[0m,unknown,yes,yes,yes,yes,1," 0",unknown,3600.526,realizable,2.204,unknown,3600.449,unknown,3600.009,unknown,0.431,error at node: parameter sk_enabled to main_generator_for_bit_148 is used without first being initialized. (at tcas_v1..nknown.sk:268) (at tcas_v1..nknown.sk:90)[0m
/tcas/tcas_v13_unknown.c,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.600,unknown,3600.004,unknown,3600.008,realizable,0.647,,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.625,unknown,3600.035,unknown,3600.011,realizable,0.713,
/tcas/tcas_v14_unknown.c,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.114,unknown,3600.005,unknown,3600.010,realizable,0.678,,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.110,unknown,3600.031,unknown,3600.011,realizable,0.729,
/tcas/tcas_v15_unknown.c,unknown,yes,yes,yes,yes,2," 0",unknown,3600.005,realizable,2.628,unknown,3600.005,unknown,3600.008,realizable,0.703,,unknown,yes,yes,yes,yes,2," 0",unknown,3600.022,realizable,2.998,unknown,3600.026,unknown,3600.009,realizable,0.824,
/tcas/tcas_v16_unknown.c,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.330,unknown,3600.003,unknown,3600.010,realizable,0.665,,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.361,unknown,3600.027,unknown,3600.010,realizable,0.641,
/tcas/tcas_v17_unknown.c,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.429,unknown,3600.004,unknown,3600.009,realizable,0.651,,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.492,unknown,3600.032,unknown,3600.008,realizable,0.758,
/tcas/tcas_v18_unknown.c,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.446,unknown,3600.004,unknown,3600.010,realizable,0.692,,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.455,unknown,3600.028,unknown,3600.007,realizable,0.835,
/tcas/tcas_v19_unknown.c,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.568,unknown,3600.006,unknown,3600.010,realizable,0.650,,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.508,unknown,3600.030,unknown,3600.010,realizable,0.743,
/tcas/tcas_v1_realizable.c,realizable,yes,yes,yes,yes,1," 0",realizable,0.071,realizable,2.245,unrealizable,7.183,unknown,3600.009,realizable,0.816,,realizable,yes,yes,yes,yes,1," 0",unknown,3600.896,realizable,1.945,unrealizable,3.631,unknown,3600.008,realizable,0.777,
/tcas/tcas_v20_realizable.c,realizable,yes,yes,yes,yes,1," 0",realizable,0.023,realizable,0.888,unknown,3600.013,unknown,3600.012,realizable,0.639,,realizable,yes,yes,yes,yes,1," 0",unknown,3600.263,realizable,0.841,unknown,3600.687,unknown,3600.012,realizable,0.734,
/tcas/tcas_v21_unknown.c,unknown,yes,yes,yes,yes,1," 0",realizable,0.023,realizable,0.845,unknown,3600.012,unknown,3600.020,realizable,0.705,,unknown,yes,yes,yes,yes,1," 0",unknown,3600.424,realizable,0.836,unknown,3600.542,unknown,3600.008,realizable,0.712,
/tcas/tcas_v22_unknown.c,unknown,yes,yes,yes,yes,1," 0",realizable,0.024,realizable,0.913,unknown,3600.014,unknown,3600.009,realizable,0.673,,unknown,yes,yes,yes,yes,1," 0",unknown,3600.469,realizable,1.163,unknown,3600.604,unknown,3600.011,realizable,0.646,
/tcas/tcas_v23_unknown.c,unknown,yes,yes,yes,yes,1," 0",realizable,0.049,realizable,2.428,unknown,3600.014,unknown,3600.008,realizable,0.650,,unknown,yes,yes,yes,yes,1," 0",unknown,3600.415,realizable,2.295,unknown,3600.781,unknown,3600.008,realizable,0.647,
/tcas/tcas_v24_unknown.c,unknown,yes,yes,yes,yes,1," 0",realizable,0.060,realizable,2.550,unknown,3600.014,unknown,3600.008,realizable,0.632,,unknown,yes,yes,yes,yes,1," 0",unknown,3600.533,realizable,2.730,unknown,3600.697,unknown,3600.010,realizable,0.653,
/tcas/tcas_v25_realizable.c,realizable,yes,yes,yes,yes,1," 0",realizable,0.058,realizable,2.836,unrealizable,4.190,unknown,3600.009,realizable,0.772,,realizable,yes,yes,yes,yes,1," 0",unknown,3600.299,realizable,3.537,unrealizable,3.447,unknown,3600.014,realizable,0.771,
/tcas/tcas_v26_unknown.c,unknown,yes,yes,yes,yes,1," 0",realizable,0.072,realizable,2.332,unknown,3600.020,unknown,3600.010,unknown,0.404,error at node: parameter sk_enabled to main_generator_for_bit_148 is used without first being initialized. (at tcas_v2..nknown.sk:268) (at tcas_v2..nknown.sk:90)[0m,unknown,yes,yes,yes,yes,1," 0",unknown,3600.464,realizable,2.685,unknown,3600.508,unknown,3600.010,unknown,0.374,error at node: parameter sk_enabled to main_generator_for_bit_148 is used without first being initialized. (at tcas_v2..nknown.sk:268) (at tcas_v2..nknown.sk:90)[0m
/tcas/tcas_v27_unknown.c,unknown,yes,yes,yes,yes,1," 0",realizable,0.070,realizable,2.283,unknown,3600.018,unknown,3600.010,unknown,0.356,error at node: parameter sk_enabled to main_generator_for_bit_148 is used without first being initialized. (at tcas_v2..nknown.sk:268) (at tcas_v2..nknown.sk:90)[0m,unknown,yes,yes,yes,yes,1," 0",unknown,3600.532,realizable,2.217,unknown,3600.511,unknown,3600.009,unknown,0.417,error at node: parameter sk_enabled to main_generator_for_bit_148 is used without first being initialized. (at tcas_v2..nknown.sk:268) (at tcas_v2..nknown.sk:90)[0m
/tcas/tcas_v28_realizable.c,realizable,yes,yes,yes,yes,2," 0",unknown,3600.005,realizable,3.423,unknown,3600.016,unknown,3600.008,realizable,0.635,,realizable,yes,yes,yes,yes,2," 0",unknown,3600.016,realizable,4.188,unknown,3600.037,unknown,3600.006,realizable,0.658,
/tcas/tcas_v29_unknown.c,unknown,yes,yes,yes,no,1," 0",error,error,unrealizable,0.350,unknown,3600.015,unknown,3600.009,realizable,0.687,,unknown,yes,yes,yes,no,1," 0",error,error,unrealizable,0.317,unknown,3600.681,unknown,3600.009,realizable,0.597,
/tcas/tcas_v2_unknown.c,unknown,yes,yes,yes,yes,2," 0",unknown,3600.005,realizable,3.547,unknown,3600.018,unknown,3600.011,realizable,0.566,,unknown,yes,yes,yes,yes,2," 0",unknown,3600.021,realizable,3.736,unknown,3600.025,unknown,3600.007,realizable,0.738,
/tcas/tcas_v30_unknown.c,unknown,yes,yes,yes,no,1," 0",error,error,unrealizable,0.335,unknown,3600.013,unknown,3600.011,realizable,0.613,,unknown,yes,yes,yes,no,1," 0",error,error,unrealizable,0.370,unknown,3600.806,unknown,3600.008,realizable,0.715,
/tcas/tcas_v31_unknown.c,unknown,yes,yes,yes,yes,1," 0",realizable,0.066,realizable,1.999,realizable,17.090,unknown,3600.012,realizable,0.819,,unknown,yes,yes,yes,yes,1," 0",unknown,3600.377,realizable,1.854,unknown,3600.404,unknown,3600.014,realizable,0.744,
/tcas/tcas_v32_unknown.c,unknown,yes,yes,yes,yes,1," 0",realizable,0.080,realizable,2.567,unrealizable,5.195,unknown,3600.010,realizable,0.793,,unknown,yes,yes,yes,yes,1," 0",unknown,3600.465,realizable,2.798,unrealizable,4.907,unknown,3600.008,realizable,0.773,
/tcas/tcas_v33_unknown.c,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.330,unknown,3600.015,unknown,3600.010,unknown,1.517,sketch not resolved error: this function should never be called. will cause tcas_v3..nknown.sk:23 array out of bounds !(0<=4 < 4),unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.360,unknown,3600.024,unknown,3600.007,unknown,1.568,sketch not resolved error: this function should never be called. will cause tcas_v3..nknown.sk:23 array out of bounds !(0<=4 < 4)
/tcas/tcas_v34_realizable.c,realizable,yes,yes,yes,yes,1," 0",realizable,0.067,realizable,2.948,unknown,3600.019,unknown,3600.013,unknown,0.386,error at node: parameter sk_need_upward_ra to main_generator_for_bit_154 is used without first being initialized. (at tcas_v3..izable.sk:259) (at tcas_v3..izable.sk:94)[0m,realizable,yes,yes,yes,yes,1," 0",unknown,3600.670,realizable,3.261,unknown,3600.407,unknown,3600.014,unknown,0.384,error at node: parameter sk_need_upward_ra to main_generator_for_bit_154 is used without first being initialized. (at tcas_v3..izable.sk:259) (at tcas_v3..izable.sk:94)[0m
/tcas/tcas_v35_unknown.c,unknown,yes,yes,yes,yes,2," 0",unknown,3600.006,realizable,6.883,unknown,3600.014,unknown,3600.008,realizable,0.630,,unknown,yes,yes,yes,yes,2," 0",unknown,3600.023,realizable,6.169,unknown,3600.025,unknown,3600.007,realizable,0.651,
/tcas/tcas_v36_unknown.c,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.775,unknown,3600.016,unknown,3600.009,realizable,0.568,,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.796,unknown,3600.026,unknown,3600.007,realizable,0.763,
/tcas/tcas_v37_unknown.c,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.498,unknown,3600.018,unknown,3600.009,realizable,0.622,,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.401,unknown,3600.027,unknown,3600.007,realizable,0.805,
/tcas/tcas_v38_unknown.c,unknown,yes,yes,yes,yes,2," 0",unknown,3600.005,realizable,3.805,unknown,3600.017,unknown,3600.008,unknown,1.503,sketch not resolved error: this function should never be called. will cause tcas_v3..nknown.sk:23 array out of bounds !(0<=3 < 3),unknown,yes,yes,yes,yes,2," 0",unknown,3600.040,realizable,3.955,unknown,3600.023,unknown,3600.008,unknown,1.545,sketch not resolved error: this function should never be called. will cause tcas_v3..nknown.sk:23 array out of bounds !(0<=3 < 3)
/tcas/tcas_v39_unknown.c,unknown,yes,yes,yes,yes,1," 0",realizable,0.079,realizable,2.784,unrealizable,4.813,unknown,3600.008,realizable,0.859,,unknown,yes,yes,yes,yes,1," 0",unknown,3600.512,realizable,3.736,unrealizable,2.889,unknown,3600.009,realizable,0.811,
/tcas/tcas_v3_realizable.c,realizable,yes,yes,yes,yes,1," 0",realizable,0.030,realizable,1.171,realizable,26.932,unknown,3600.019,unknown,0.495,error at node: parameter sk_intent_not_known to main_generator_for_bit_150 is used without first being initialized. (at tcas_v3..izable.sk:268) (at tcas_v3..izable.sk:92)[0m,realizable,yes,yes,yes,yes,1," 0",unknown,3600.226,realizable,1.134,realizable,0.858,unknown,3600.009,unknown,0.523,error at node: parameter sk_intent_not_known to main_generator_for_bit_150 is used without first being initialized. (at tcas_v3..izable.sk:268) (at tcas_v3..izable.sk:92)[0m
/tcas/tcas_v40_realizable.c,realizable,yes,yes,yes,yes,1," 0",realizable,0.069,realizable,2.570,realizable,10.000,unknown,3600.013,unknown,0.551,error at node: parameter sk_need_upward_ra to main_generator_for_bit_161 is used without first being initialized. (at tcas_v4..izable.sk:311) (at tcas_v4..izable.sk:105)[0m,realizable,yes,yes,yes,yes,1," 0",unknown,3600.655,realizable,2.807,realizable,5.701,unknown,3600.008,unknown,0.466,error at node: parameter sk_need_upward_ra to main_generator_for_bit_161 is used without first being initialized. (at tcas_v4..izable.sk:311) (at tcas_v4..izable.sk:105)[0m
/tcas/tcas_v41_unknown.c,unknown,yes,yes,yes,yes,1," 0",realizable,0.050,realizable,1.325,unrealizable,5.800,unknown,3600.013,realizable,0.881,,unknown,yes,yes,yes,yes,1," 0",realizable,0.039,realizable,1.055,unrealizable,3.374,unknown,3600.010,realizable,0.683,
/tcas/tcas_v4_realizable.c,realizable,yes,yes,yes,yes,1," 0",realizable,0.037,realizable,1.090,unrealizable,6.535,unknown,3600.009,realizable,0.705,,realizable,yes,yes,yes,yes,1," 0",realizable,0.037,realizable,1.375,unrealizable,4.113,unknown,3600.009,realizable,0.834,
/tcas/tcas_v5_realizable.c,realizable,yes,yes,yes,yes,1," 0",realizable,0.070,realizable,3.106,unknown,3600.021,unknown,3600.010,unknown,0.356,error at node: parameter sk_enabled to main_generator_for_bit_148 is used without first being initialized. (at tcas_v5..izable.sk:268) (at tcas_v5..izable.sk:90)[0m,realizable,yes,yes,yes,yes,1," 0",unknown,3600.589,realizable,2.553,unknown,3600.588,unknown,3600.009,unknown,0.426,error at node: parameter sk_enabled to main_generator_for_bit_148 is used without first being initialized. (at tcas_v5..izable.sk:268) (at tcas_v5..izable.sk:90)[0m
/tcas/tcas_v6_realizable.c,realizable,yes,yes,yes,yes,4," 0",realizable,0.028,realizable,7.198,unrealizable,143.595,unknown,3600.008,realizable,0.708,,realizable,yes,yes,yes,yes,4," 0",realizable,0.030,realizable,7.319,unknown,3600.022,unknown,3600.008,realizable,0.661,
/tcas/tcas_v7_unknown.c,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.479,unknown,3600.014,unknown,3600.007,realizable,0.644,,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,0.442,unknown,3600.030,unknown,3600.007,realizable,0.861,
/tcas/tcas_v8_unknown.c,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,1.152,unknown,3600.016,unknown,3600.010,realizable,0.629,,unknown,yes,yes,yes,no,2," 0",error,error,unrealizable,1.214,unknown,3600.026,unknown,3600.010,realizable,0.649,
/tcas/tcas_v9_realizable.c,realizable,yes,yes,yes,yes,1," 0",realizable,0.055,realizable,3.089,unknown,3600.013,unknown,3600.011,realizable,0.604,,realizable,yes,yes,yes,yes,1," 0",unknown,3600.619,realizable,3.081,unknown,3600.596,unknown,3600.007,realizable,0.569,
