filename,expected_result,backward_exists,forward_exists,forward_unwd_exists,boundaries_exists,num_conditions,num_loops,boundaries_res,boundaries_time,cosyn_res,cosyn_time,cvc5_res,cvc5_time,cvc5old_res,cvc5old_time,sketch_res,sketch_time,sketch_error
/crafted/4-A-synthesis_realizable.c,realizable,yes,yes,yes,yes,1, 0,realizable,0.027,realizable,0.037,realizable,0.057,realizable,7.047,realizable,1.350,
/crafted/array_positive_sum_v1_loop_realizable.c,realizable,yes,yes,yes,no,1, 3,error,error,unknown,3600.284,unknown,3600.005,unknown,3600.004,unknown,3600.002,
/crafted/array_positive_sum_v2_loop_unrealizable.c,unrealizable,yes,yes,yes,no,1, 3,error,error,unrealizable,0.545,unknown,3600.003,unknown,3600.012,unknown,1.660,sketch not resolved error:   unsatisfiable assertion assert at array_p..izable.sk:56 (2)
/crafted/bat_bug3_realizable.c,realizable,yes,yes,yes,yes,2, 0,realizable,0.016,realizable,0.038,realizable,0.015,realizable,0.457,realizable,0.858,
/crafted/bat_bug4_realizable.c,realizable,yes,yes,yes,yes,1, 0,realizable,0.014,realizable,0.033,realizable,0.035,realizable,0.730,realizable,0.755,
/crafted/bat_bug_loop5_realizable.c,realizable,yes,yes,yes,yes,2, 1,realizable,0.028,realizable,0.011,realizable,0.037,realizable,0.067,unknown,0.336,sketchsolverexception: break statement not yet supported bat_bug..izable.sk:36[0m
/crafted/bat_bug_loop_example_realizable.c,realizable,yes,yes,yes,yes,1, 1,realizable,0.011,realizable,0.043,realizable,150.951,unknown,3600.009,unknown,1.541,sketch not resolved error:   unsatisfiable assertion bat_bug..izable.sk:20: this loop was unrolled 8 times but apparently that was not enough. use the --bnd-unroll-amnt flag for better results.
/crafted/bat_bug_loop_v1_realizable.c,realizable,yes,yes,yes,yes,1, 1,realizable,0.010,realizable,0.044,realizable,1.240,unknown,3600.013,unknown,1.589,sketch not resolved error:   unsatisfiable assertion bat_bug..izable.sk:24: this loop was unrolled 8 times but apparently that was not enough. use the --bnd-unroll-amnt flag for better results.
/crafted/bat_bug_loop_v2_realizable.c,realizable,yes,yes,yes,yes,1, 1,realizable,0.012,realizable,0.053,unknown,3600.006,unknown,3600.006,unknown,1.483,sketch not resolved error:   unsatisfiable assertion bat_bug..izable.sk:24: this loop was unrolled 8 times but apparently that was not enough. use the --bnd-unroll-amnt flag for better results.
/crafted/bat_bug_loop_yakir_realizable.c,realizable,yes,yes,yes,yes,1, 1,realizable,0.254,realizable,0.050,realizable,0.856,unknown,3600.010,unknown,0.271,sketchsolverexception: break statement not yet supported bat_bug..izable.sk:40[0m
/crafted/bat_bug_v1_realizable.c,realizable,yes,yes,yes,yes,1, 0,realizable,0.011,realizable,0.033,realizable,0.033,realizable,0.567,realizable,0.818,
/crafted/bat_bug_v2_realizable.c,realizable,yes,yes,yes,yes,1, 0,realizable,0.012,realizable,0.027,realizable,0.024,realizable,0.344,realizable,0.751,
/crafted/binary_search_synthesis_v1_realizable.c,realizable,yes,yes,yes,yes,2, 4,realizable,0.021,realizable,0.659,unknown,3600.011,unknown,3600.008,unknown,3095.960,sketch not resolved error:
/crafted/binary_search_synthesis_v2_realizable.c,realizable,yes,yes,yes,yes,1, 4,unknown,3600.423,realizable,0.681,unknown,3600.004,unknown,3600.010,unknown,1312.705,sketch not resolved error:
/crafted/binary_search_synthesis_v3_unrealizable.c,unrealizable,yes,yes,yes,no,2, 4,error,error,unrealizable,0.075,unknown,3600.009,unknown,3600.010,unknown,1.535,sketch not resolved error:   unsatisfiable assertion assert at binary_..izable.sk:21 (2)
/crafted/bubble_max_sort_v1_realizable.c,realizable,yes,yes,yes,no,4, 7,error,error,unknown,3600.066,unknown,3600.005,unknown,3600.008,unknown,0.225,sketchsolverexception: break statement not yet supported bubble_..izable.sk:60[0m
/crafted/bubble_max_sort_v2_unrealizable.c,unrealizable,yes,yes,yes,no,4, 7,error,error,unrealizable,107.934,unknown,3600.005,unknown,3600.010,unknown,0.225,sketchsolverexception: break statement not yet supported bubble_..izable.sk:60[0m
/crafted/function_call_nontrivial_realizable.c,realizable,yes,yes,yes,yes,2, 0,realizable,0.018,realizable,0.042,realizable,0.028,realizable,2.274,realizable,0.884,
/crafted/function_call_realizable.c,realizable,yes,yes,yes,yes,2, 0,realizable,0.016,realizable,0.048,realizable,0.019,realizable,0.484,realizable,0.845,
/crafted/function_call_unrealizable.c,unrealizable,yes,yes,yes,yes,2, 0,realizable,0.015,realizable,0.017,realizable,0.025,realizable,0.036,realizable,0.768,
/crafted/if1_v1_realizable.c,realizable,yes,yes,yes,yes,1, 0,realizable,0.014,realizable,0.035,realizable,0.026,realizable,0.450,realizable,0.770,
/crafted/if2_v1_realizable.c,realizable,yes,yes,yes,yes,1, 0,realizable,0.016,realizable,0.025,realizable,0.016,realizable,0.799,realizable,0.829,
/crafted/loop_v1_unrealizable.c,unrealizable,yes,yes,yes,no,2, 1,error,error,unrealizable,0.028,unrealizable,0.030,unrealizable,0.633,unknown,3.723,sketch not resolved error:   unsatisfiable assertion assert at loop_v1..izable.sk:10 (2)
/crafted/loop_with_assert_realizable.c,realizable,yes,yes,yes,yes,1, 1,realizable,0.012,realizable,0.042,realizable,0.154,realizable,1.430,unknown,2.689,sketch not resolved error:   unsatisfiable assertion loop_wi..izable.sk:11: this loop was unrolled 8 times but apparently that was not enough. use the --bnd-unroll-amnt flag for better results.
/crafted/max_abs_plus_div_v1_realizable.c,realizable,yes,yes,yes,yes,1, 1,realizable,0.128,realizable,0.067,realizable,35.301,realizable,856.600,unknown,1.559,sketch not resolved error:   unsatisfiable assertion max_abs..izable.sk:28: this loop was unrolled 8 times but apparently that was not enough. use the --bnd-unroll-amnt flag for better results.
/crafted/max_abs_plus_div_v2_realizable.c,realizable,yes,yes,yes,yes,1, 1,realizable,0.011,realizable,0.107,realizable,25.071,unknown,3600.014,unknown,1.518,sketch not resolved error:   unsatisfiable assertion max_abs..izable.sk:29: this loop was unrolled 8 times but apparently that was not enough. use the --bnd-unroll-amnt flag for better results.
/crafted/max_abs_plus_div_v3_unrealizable.c,unrealizable,yes,yes,yes,no,1, 1,error,error,unrealizable,0.039,unrealizable,18.823,unknown,3600.011,unknown,1.507,sketch not resolved error:   unsatisfiable assertion assert at max_abs..izable.sk:34 (0)
/crafted/max_abs_plus_div_v4_realizable.c,realizable,yes,yes,yes,yes,1, 1,realizable,0.154,realizable,0.125,realizable,2793.584,unknown,3600.012,unknown,1.565,sketch not resolved error:   unsatisfiable assertion max_abs..izable.sk:29: this loop was unrolled 8 times but apparently that was not enough. use the --bnd-unroll-amnt flag for better results.
/crafted/max_abs_plus_div_v5_realizable.c,realizable,yes,yes,yes,yes,2, 1,realizable,0.237,realizable,0.150,realizable,3.104,unknown,3600.008,unknown,1.612,sketch not resolved error:   unsatisfiable assertion max_abs..izable.sk:29: this loop was unrolled 8 times but apparently that was not enough. use the --bnd-unroll-amnt flag for better results.
/crafted/nonterminating_v1_realizable.c,realizable,yes,yes,yes,yes,2, 1,realizable,0.030,realizable,0.015,realizable,0.016,realizable,0.031,realizable,0.909,
/crafted/one_branch_v1_unrealizable.c,unrealizable,yes,yes,yes,no,1, 0,error,error,unrealizable,0.028,unrealizable,0.011,unrealizable,0.024,unknown,2.612,sketch not resolved error:   unsatisfiable assertion assert at one_bra..izable.sk:15 (2)
/crafted/Qlose_findC_v1_realizable.c,realizable,yes,yes,yes,yes,2, 3,realizable,0.067,realizable,1603.890,unknown,3600.004,unknown,3600.006,unknown,0.191,failed with illegalargumentexception exception; message: file not found: /host/qlose_findc_v1_realizable.sk
/crafted/Qlose_findC_v1_unrealizable.c,unrealizable,yes,yes,yes,no,2, 3,error,error,unrealizable,0.031,unrealizable,0.125,unknown,3600.006,unknown,0.204,failed with illegalargumentexception exception; message: file not found: /host/qlose_findc_v1_unrealizable.sk
/crafted/Qlose_largestGap3_v1_realizable.c,realizable,yes,yes,yes,no,7, 3,error,error,unknown,659.131,unknown,3600.004,unknown,3600.010,unknown,3600.002,
/crafted/singleton_v1_unrealizable.c,unrealizable,yes,yes,yes,no,1, 0,error,error,unrealizable,0.027,unrealizable,0.012,unrealizable,0.018,unknown,1.647,sketch not resolved error:   unsatisfiable assertion assert at singlet..izable.sk:14 (2)
/sv-comp/locks/test_locks_10.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.011,realizable,0.014,realizable,0.015,realizable,0.026,unknown,0.381,program parse error: could not parse program[0m
/sv-comp/locks/test_locks_11.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.012,realizable,0.010,realizable,0.016,realizable,0.038,unknown,0.411,program parse error: could not parse program[0m
/sv-comp/locks/test_locks_12.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.011,realizable,0.016,realizable,0.015,realizable,0.027,unknown,0.415,program parse error: could not parse program[0m
/sv-comp/locks/test_locks_13.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.011,realizable,0.009,realizable,0.015,realizable,0.028,unknown,0.387,program parse error: could not parse program[0m
/sv-comp/locks/test_locks_14-1.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.010,realizable,0.010,realizable,0.017,realizable,0.027,unknown,0.422,program parse error: could not parse program[0m
/sv-comp/locks/test_locks_14-2.c,unknown,yes,yes,yes,no,2, 1,error,error,unrealizable,0.015,unrealizable,0.041,unrealizable,0.048,unknown,0.391,program parse error: could not parse program[0m
/sv-comp/locks/test_locks_15-1.c,unknown,yes,yes,yes,no,2, 1,error,error,unrealizable,0.014,unrealizable,0.042,unrealizable,0.049,unknown,0.543,program parse error: could not parse program[0m
/sv-comp/locks/test_locks_15-2.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.011,realizable,0.016,realizable,0.015,realizable,0.037,unknown,0.418,program parse error: could not parse program[0m
/sv-comp/locks/test_locks_5.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.011,realizable,0.017,realizable,0.013,realizable,0.028,unknown,0.366,program parse error: could not parse program[0m
/sv-comp/locks/test_locks_6.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.010,realizable,0.016,realizable,0.014,realizable,0.035,unknown,0.390,program parse error: could not parse program[0m
/sv-comp/locks/test_locks_7.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.017,realizable,0.010,realizable,0.014,realizable,0.032,unknown,0.383,program parse error: could not parse program[0m
/sv-comp/locks/test_locks_8.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.010,realizable,0.010,realizable,0.024,realizable,0.026,unknown,0.408,program parse error: could not parse program[0m
/sv-comp/locks/test_locks_9.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.011,realizable,0.010,realizable,0.014,realizable,0.027,unknown,0.377,program parse error: could not parse program[0m
/sv-comp/ntdrivers-simplified/cdaudio_simpl1_synth_cil-1_unknown.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.020,realizable,2.883,realizable,7.940,unknown,3600.010,unknown,0.399,program parse error: could not parse program[0m
/sv-comp/ntdrivers-simplified/cdaudio_simpl1_synth_cil-2_unknown.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.011,realizable,3.640,unrealizable,8.242,unknown,3600.012,unknown,0.425,program parse error: could not parse program[0m
/sv-comp/ntdrivers-simplified/diskperf_simpl1_synth_cil_unknown.c,unknown,yes,yes,yes,yes,2, 1,realizable,0.025,realizable,0.643,realizable,5.166,unknown,3600.009,unknown,0.364,program parse error: could not parse program[0m
/sv-comp/ntdrivers-simplified/floppy_simpl3_synth_cil-1_unknown.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,0.200,unknown,3601.169,unknown,3600.009,unknown,0.353,program parse error: could not parse program[0m
/sv-comp/ntdrivers-simplified/floppy_simpl3_synth_cil-2_unknown.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.015,realizable,0.743,unknown,3600.368,unknown,3600.014,unknown,0.385,program parse error: could not parse program[0m
/sv-comp/ntdrivers-simplified/floppy_simpl4_synth_cil-1_unknown.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.013,realizable,0.498,unrealizable,2.318,unknown,3600.010,unknown,0.306,program parse error: could not parse program[0m
/sv-comp/ntdrivers-simplified/floppy_simpl4_synth_cil-2_unknown.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.020,realizable,1.229,unrealizable,5.662,unknown,3600.014,unknown,0.386,program parse error: could not parse program[0m
/sv-comp/ntdrivers-simplified/kbfiltr_simpl1_synth_cil_unknown.c,unknown,yes,yes,yes,yes,1, 0,realizable,0.012,realizable,0.030,realizable,0.245,realizable,0.223,unknown,0.404,program parse error: could not parse program[0m
/sv-comp/ntdrivers-simplified/kbfiltr_simpl2_synth_cil-1_unknown.c,unknown,yes,yes,yes,yes,1, 0,realizable,0.012,realizable,0.219,realizable,1.110,unknown,3600.012,unknown,0.367,program parse error: could not parse program[0m
/sv-comp/ntdrivers-simplified/kbfiltr_simpl2_synth_cil-2_unknown.c,unknown,yes,yes,yes,no,1, 0,error,error,unrealizable,0.174,unrealizable,2.065,unknown,3600.010,unknown,0.351,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_1_cil-1.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,1.258,unknown,3600.006,unknown,3600.011,unknown,0.435,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_1_cil-2.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,0.814,unknown,3600.014,unknown,3600.009,unknown,0.376,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_2_cil-1.c,unknown,yes,yes,yes,yes,1, 1,realizable,0.014,realizable,0.019,realizable,0.089,realizable,0.119,unknown,0.422,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_2_cil-2.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,2.533,unknown,3600.008,unknown,3600.007,unknown,0.354,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_3_cil-1.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,13.771,unknown,3600.006,unknown,3600.006,unknown,0.352,program parse error: sketch failed to parse: null[0m
/sv-comp/ssh-simplified/s3_clnt_3_cil-2.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,0.629,unknown,3600.005,unknown,3600.011,unknown,0.385,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_3_cil-3.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,1.184,unknown,3600.016,unknown,3600.007,unknown,0.441,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_4_cil-1.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,1.084,unknown,3600.005,unknown,3600.007,unknown,0.320,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_clnt_4_cil-2.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,0.809,unknown,3600.015,unknown,3600.006,unknown,0.415,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_10_cil.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,0.059,unknown,3600.005,unknown,3600.009,unknown,0.372,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_11_cil.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,1.400,unknown,3600.012,unknown,3600.010,unknown,0.441,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_12_cil.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,12.379,realizable,64.525,unknown,3600.019,unknown,0.393,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_13_cil.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,1.893,unknown,3600.006,unknown,3600.017,unknown,0.368,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_14_cil.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,0.150,unknown,3600.007,unknown,3600.008,unknown,0.437,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_1a_cil.c,unknown,yes,yes,yes,yes,2, 1,realizable,0.012,realizable,1.196,unknown,3600.008,unknown,3600.011,unknown,0.315,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_1b_cil.c,unknown,yes,yes,yes,yes,5, 1,realizable,0.028,realizable,0.012,realizable,0.061,realizable,0.506,unknown,0.384,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_1_cil-1.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,0.622,unknown,3600.009,unknown,3600.007,unknown,0.361,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_1_cil-2.c,unknown,yes,yes,yes,yes,22, 1,realizable,0.047,realizable,0.021,realizable,1.291,realizable,1.713,unknown,0.655,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_2_cil-1.c,unknown,yes,yes,yes,yes,3, 1,realizable,0.024,realizable,0.016,realizable,0.153,realizable,0.500,unknown,0.421,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_2_cil-2.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,0.386,unknown,3600.005,unknown,3600.007,unknown,0.341,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_3_cil.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,0.325,unknown,3600.011,unknown,3600.007,unknown,0.400,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_4_cil.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,0.358,unknown,3600.005,unknown,3600.007,unknown,0.368,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_6_cil-1.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,0.030,unrealizable,0.118,unrealizable,0.142,unknown,0.440,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_6_cil-2.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,10.404,unknown,3600.006,unknown,3600.020,unknown,0.384,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_7_cil.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,2.136,realizable,9.447,unknown,3600.015,unknown,0.406,program parse error: could not parse program[0m
/sv-comp/ssh-simplified/s3_srvr_8_cil.c,unknown,yes,yes,yes,no,1, 1,error,error,unrealizable,7.746,realizable,241.102,unknown,3600.011,unknown,0.399,program parse error: could not parse program[0m
/tcas/tcas_v10_realizable.c,realizable,yes,yes,yes,yes,8, 0,realizable,0.043,realizable,5.390,unknown,3600.025,unknown,3600.011,realizable,0.659,
/tcas/tcas_v11_unknown.c,unknown,yes,yes,yes,yes,8, 0,realizable,0.028,realizable,6.069,unknown,3600.018,unknown,3600.011,realizable,0.683,
/tcas/tcas_v12_unknown.c,unknown,yes,yes,yes,yes,1, 0,unknown,3600.526,realizable,2.204,unknown,3600.449,unknown,3600.009,unknown,0.431,error at node: parameter sk_enabled to main_generator_for_bit_148 is used without first being initialized. (at tcas_v1..nknown.sk:268) (at tcas_v1..nknown.sk:90)[0m
/tcas/tcas_v13_unknown.c,unknown,yes,yes,yes,no,2, 0,error,error,unrealizable,0.625,unknown,3600.035,unknown,3600.011,realizable,0.713,
/tcas/tcas_v14_unknown.c,unknown,yes,yes,yes,no,2, 0,error,error,unrealizable,0.110,unknown,3600.031,unknown,3600.011,realizable,0.729,
/tcas/tcas_v15_unknown.c,unknown,yes,yes,yes,yes,2, 0,unknown,3600.022,realizable,2.998,unknown,3600.026,unknown,3600.009,realizable,0.824,
/tcas/tcas_v16_unknown.c,unknown,yes,yes,yes,no,2, 0,error,error,unrealizable,0.361,unknown,3600.027,unknown,3600.010,realizable,0.641,
/tcas/tcas_v17_unknown.c,unknown,yes,yes,yes,no,2, 0,error,error,unrealizable,0.492,unknown,3600.032,unknown,3600.008,realizable,0.758,
/tcas/tcas_v18_unknown.c,unknown,yes,yes,yes,no,2, 0,error,error,unrealizable,0.455,unknown,3600.028,unknown,3600.007,realizable,0.835,
/tcas/tcas_v19_unknown.c,unknown,yes,yes,yes,no,2, 0,error,error,unrealizable,0.508,unknown,3600.030,unknown,3600.010,realizable,0.743,
/tcas/tcas_v1_realizable.c,realizable,yes,yes,yes,yes,1, 0,unknown,3600.896,realizable,1.945,unrealizable,3.631,unknown,3600.008,realizable,0.777,
/tcas/tcas_v20_realizable.c,realizable,yes,yes,yes,yes,1, 0,unknown,3600.263,realizable,0.841,unknown,3600.687,unknown,3600.012,realizable,0.734,
/tcas/tcas_v21_unknown.c,unknown,yes,yes,yes,yes,1, 0,unknown,3600.424,realizable,0.836,unknown,3600.542,unknown,3600.008,realizable,0.712,
/tcas/tcas_v22_unknown.c,unknown,yes,yes,yes,yes,1, 0,unknown,3600.469,realizable,1.163,unknown,3600.604,unknown,3600.011,realizable,0.646,
/tcas/tcas_v23_unknown.c,unknown,yes,yes,yes,yes,1, 0,unknown,3600.415,realizable,2.295,unknown,3600.781,unknown,3600.008,realizable,0.647,
/tcas/tcas_v24_unknown.c,unknown,yes,yes,yes,yes,1, 0,unknown,3600.533,realizable,2.730,unknown,3600.697,unknown,3600.010,realizable,0.653,
/tcas/tcas_v25_realizable.c,realizable,yes,yes,yes,yes,1, 0,unknown,3600.299,realizable,3.537,unrealizable,3.447,unknown,3600.014,realizable,0.771,
/tcas/tcas_v26_unknown.c,unknown,yes,yes,yes,yes,1, 0,unknown,3600.464,realizable,2.685,unknown,3600.508,unknown,3600.010,unknown,0.374,error at node: parameter sk_enabled to main_generator_for_bit_148 is used without first being initialized. (at tcas_v2..nknown.sk:268) (at tcas_v2..nknown.sk:90)[0m
/tcas/tcas_v27_unknown.c,unknown,yes,yes,yes,yes,1, 0,unknown,3600.532,realizable,2.217,unknown,3600.511,unknown,3600.009,unknown,0.417,error at node: parameter sk_enabled to main_generator_for_bit_148 is used without first being initialized. (at tcas_v2..nknown.sk:268) (at tcas_v2..nknown.sk:90)[0m
/tcas/tcas_v28_realizable.c,realizable,yes,yes,yes,yes,2, 0,unknown,3600.016,realizable,4.188,unknown,3600.037,unknown,3600.006,realizable,0.658,
/tcas/tcas_v29_unknown.c,unknown,yes,yes,yes,no,1, 0,error,error,unrealizable,0.317,unknown,3600.681,unknown,3600.009,realizable,0.597,
/tcas/tcas_v2_unknown.c,unknown,yes,yes,yes,yes,2, 0,unknown,3600.021,realizable,3.736,unknown,3600.025,unknown,3600.007,realizable,0.738,
/tcas/tcas_v30_unknown.c,unknown,yes,yes,yes,no,1, 0,error,error,unrealizable,0.370,unknown,3600.806,unknown,3600.008,realizable,0.715,
/tcas/tcas_v31_unknown.c,unknown,yes,yes,yes,yes,1, 0,unknown,3600.377,realizable,1.854,unknown,3600.404,unknown,3600.014,realizable,0.744,
/tcas/tcas_v32_unknown.c,unknown,yes,yes,yes,yes,1, 0,unknown,3600.465,realizable,2.798,unrealizable,4.907,unknown,3600.008,realizable,0.773,
/tcas/tcas_v33_unknown.c,unknown,yes,yes,yes,no,2, 0,error,error,unrealizable,0.360,unknown,3600.024,unknown,3600.007,unknown,1.568,sketch not resolved error: this function should never be called. will cause tcas_v3..nknown.sk:23 array out of bounds !(0<=4 < 4)
/tcas/tcas_v34_realizable.c,realizable,yes,yes,yes,yes,1, 0,unknown,3600.670,realizable,3.261,unknown,3600.407,unknown,3600.014,unknown,0.384,error at node: parameter sk_need_upward_ra to main_generator_for_bit_154 is used without first being initialized. (at tcas_v3..izable.sk:259) (at tcas_v3..izable.sk:94)[0m
/tcas/tcas_v35_unknown.c,unknown,yes,yes,yes,yes,2, 0,unknown,3600.023,realizable,6.169,unknown,3600.025,unknown,3600.007,realizable,0.651,
/tcas/tcas_v36_unknown.c,unknown,yes,yes,yes,no,2, 0,error,error,unrealizable,0.796,unknown,3600.026,unknown,3600.007,realizable,0.763,
/tcas/tcas_v37_unknown.c,unknown,yes,yes,yes,no,2, 0,error,error,unrealizable,0.401,unknown,3600.027,unknown,3600.007,realizable,0.805,
/tcas/tcas_v38_unknown.c,unknown,yes,yes,yes,yes,2, 0,unknown,3600.040,realizable,3.955,unknown,3600.023,unknown,3600.008,unknown,1.545,sketch not resolved error: this function should never be called. will cause tcas_v3..nknown.sk:23 array out of bounds !(0<=3 < 3)
/tcas/tcas_v39_unknown.c,unknown,yes,yes,yes,yes,1, 0,unknown,3600.512,realizable,3.736,unrealizable,2.889,unknown,3600.009,realizable,0.811,
/tcas/tcas_v3_realizable.c,realizable,yes,yes,yes,yes,1, 0,unknown,3600.226,realizable,1.134,realizable,0.858,unknown,3600.009,unknown,0.523,error at node: parameter sk_intent_not_known to main_generator_for_bit_150 is used without first being initialized. (at tcas_v3..izable.sk:268) (at tcas_v3..izable.sk:92)[0m
/tcas/tcas_v40_realizable.c,realizable,yes,yes,yes,yes,1, 0,unknown,3600.655,realizable,2.807,realizable,5.701,unknown,3600.008,unknown,0.466,error at node: parameter sk_need_upward_ra to main_generator_for_bit_161 is used without first being initialized. (at tcas_v4..izable.sk:311) (at tcas_v4..izable.sk:105)[0m
/tcas/tcas_v41_unknown.c,unknown,yes,yes,yes,yes,1, 0,realizable,0.039,realizable,1.055,unrealizable,3.374,unknown,3600.010,realizable,0.683,
/tcas/tcas_v4_realizable.c,realizable,yes,yes,yes,yes,1, 0,realizable,0.037,realizable,1.375,unrealizable,4.113,unknown,3600.009,realizable,0.834,
/tcas/tcas_v5_realizable.c,realizable,yes,yes,yes,yes,1, 0,unknown,3600.589,realizable,2.553,unknown,3600.588,unknown,3600.009,unknown,0.426,error at node: parameter sk_enabled to main_generator_for_bit_148 is used without first being initialized. (at tcas_v5..izable.sk:268) (at tcas_v5..izable.sk:90)[0m
/tcas/tcas_v6_realizable.c,realizable,yes,yes,yes,yes,4, 0,realizable,0.030,realizable,7.319,unknown,3600.022,unknown,3600.008,realizable,0.661,
/tcas/tcas_v7_unknown.c,unknown,yes,yes,yes,no,2, 0,error,error,unrealizable,0.442,unknown,3600.030,unknown,3600.007,realizable,0.861,
/tcas/tcas_v8_unknown.c,unknown,yes,yes,yes,no,2, 0,error,error,unrealizable,1.214,unknown,3600.026,unknown,3600.010,realizable,0.649,
/tcas/tcas_v9_realizable.c,realizable,yes,yes,yes,yes,1, 0,unknown,3600.619,realizable,3.081,unknown,3600.596,unknown,3600.007,realizable,0.569,
